ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
1005421,M,N,N,0,310600.0,Commercial associate,Higher education,Married,House / apartment,-9553,-7466,1,0,0,Laborers,2
1005422,M,Y,Y,0,106300.0,State servant,Secondary / secondary special,Married,House / apartment,-11983,-3225,0,1,0,Other,2
1005423,F,N,Y,0,81500.0,Working,Higher education,Married,House / apartment,-14825,-6921,0,1,0,Other,2
1005424,M,N,N,2,239700.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-17092,-9052,0,0,0,Accountants,3
1005425,M,N,Y,2,400200.0,Commercial associate,Incomplete higher,Widow,House / apartment,-11871,-4779,1,0,0,Core staff,3
1005426,F,Y,Y,2,43200.0,Pensioner,Higher education,Married,House / apartment,-19667,365243,1,0,0,Managers,4
1005427,F,Y,Y,0,96100.0,Working,Secondary / secondary special,Separated,House / apartment,-11852,-4179,0,1,0,Managers,1
1005428,M,N,Y,0,227400.0,Working,Lower secondary,Married,With parents,-21442,-6599,0,0,1,Drivers,2
1005429,F,Y,N,0,139500.0,Working,Secondary / secondary special,Married,Rented apartment,-8953,-2695,0,1,0,Drivers,2
1005430,F,N,Y,0,218600.0,Working,Incomplete higher,Civil marriage,With parents,-13866,-8594,0,0,1,Medicine staff,2
1005431,F,Y,N,2,127200.0,Working,Higher education,Married,House / apartment,-11075,-7013,0,0,0,Sales staff,4
1005432,M,N,N,0,167900.0,State servant,Secondary / secondary special,Married,Municipal apartment,-14438,-9071,0,1,0,Accountants,2
1005433,F,N,Y,1,289900.0,Working,Secondary / secondary special,Married,House / apartment,-23224,-4417,1,1,0,Laborers,3
1005434,M,N,Y,0,93100.0,State servant,Secondary / secondary special,Married,House / apartment,-19676,-802,0,1,0,Laborers,2
1005435,F,N,Y,0,244500.0,Working,Incomplete higher,Single / not married,House / apartment,-20831,-7952,1,0,0,Sales staff,1
1005436,F,N,Y,1,198100.0,State servant,Higher education,Married,House / apartment,-17609,-4636,0,1,0,Laborers,3
1005437,M,N,Y,0,114900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-24136,-6668,0,1,0,Laborers,1
1005438,F,N,Y,0,215200.0,Working,Higher education,Single / not married,House / apartment,-23839,-5197,1,0,0,Sales staff,1
1005439,M,N,Y,0,246100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8069,-7112,0,0,0,Other,2
1005440,F,N,N,1,185700.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-24158,-7917,0,0,1,Drivers,2
1005441,F,Y,Y,3,201200.0,Working,Lower secondary,Widow,House / apartment,-21329,-8563,0,0,0,Managers,4
1005442,M,N,N,2,157900.0,Working,Higher education,Married,Co-op apartment,-21269,-7567,1,0,1,Accountants,4
1005443,M,Y,N,3,184400.0,Working,Secondary / secondary special,Married,House / apartment,-15265,-6893,0,1,0,Core staff,5
1005444,F,N,Y,2,260300.0,Commercial associate,Lower secondary,Civil marriage,House / apartment,-16052,-1954,1,1,0,High skill tech staff,4
1005445,M,N,Y,2,151300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19588,365243,1,1,0,Laborers,4
1005446,M,N,Y,1,83800.0,Working,Secondary / secondary special,Married,House / apartment,-17125,-473,0,1,0,Managers,3
1005447,M,N,Y,0,232300.0,State servant,Secondary / secondary special,Married,Office apartment,-23324,-5524,0,1,0,High skill tech staff,2
1005448,F,N,Y,0,95300.0,State servant,Higher education,Married,With parents,-18286,-4388,0,0,0,Managers,2
1005449,F,Y,Y,2,228000.0,Working,Higher education,Married,House / apartment,-8902,-297,1,0,0,Accountants,4
1005450,M,N,Y,0,185000.0,Working,Secondary / secondary special,Married,House / apartment,-9820,-7870,0,1,0,Sales staff,2
1005451,M,Y,N,0,99300.0,Working,Higher education,Married,House / apartment,-19974,-1535,1,0,0,Sales staff,2
1005452,M,N,Y,3,284400.0,Commercial associate,Higher education,Married,House / apartment,-14681,-3890,0,1,0,Medicine staff,5
1005453,M,Y,Y,0,120400.0,Working,Higher education,Single / not married,Rented apartment,-21029,-6167,0,1,0,Core staff,1
1005454,M,Y,Y,3,247300.0,Working,Incomplete higher,Single / not married,House / apartment,-13085,-5359,0,1,0,Laborers,4
1005455,F,N,Y,1,180300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22036,-1312,1,1,0,Drivers,3
1005456,M,Y,Y,0,114400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-25504,-1106,0,1,1,Accountants,2
1005457,M,N,N,1,276600.0,Working,Higher education,Single / not married,House / apartment,-15735,-5968,1,1,0,Managers,2
1005458,M,Y,Y,2,127600.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-22900,365243,0,0,1,Medicine staff,4
1005459,F,N,Y,0,312800.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10620,-4610,1,0,0,Laborers,1
1005460,F,N,Y,2,126400.0,Working,Secondary / secondary special,Married,House / apartment,-19774,-5552,0,0,0,Drivers,4
1005461,F,Y,Y,2,81100.0,Commercial associate,Higher education,Married,With parents,-23027,-2498,0,1,0,Core staff,4
1005462,M,Y,Y,0,285500.0,Working,Secondary / secondary special,Married,House / apartment,-19774,-8938,0,1,0,Sales staff,2
1005463,M,N,Y,0,179600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17277,-7596,0,0,0,High skill tech staff,2
1005464,M,Y,Y,0,211000.0,Working,Secondary / secondary special,Married,House / apartment,-13470,-2857,0,0,0,Core staff,2
1005465,M,N,Y,0,221400.0,Working,Higher education,Single / not married,Co-op apartment,-8935,-7693,0,1,0,Medicine staff,1
1005466,F,Y,Y,0,158900.0,Working,Higher education,Married,With parents,-17866,-8566,0,0,0,Managers,2
1005467,F,Y,Y,1,194300.0,Working,Secondary / secondary special,Married,Office apartment,-13578,-463,0,1,0,Accountants,3
1005468,F,N,Y,0,373900.0,Commercial associate,Higher education,Married,House / apartment,-22420,-4684,0,0,0,Drivers,2
1005469,F,Y,N,2,237300.0,Commercial associate,Higher education,Married,House / apartment,-11695,-2443,0,1,0,Accountants,4
1005470,M,N,Y,0,239400.0,Working,Higher education,Married,House / apartment,-9487,-1453,1,1,0,Accountants,2
1005471,F,Y,N,0,54600.0,Working,Secondary / secondary special,Married,Municipal apartment,-20100,-6368,1,0,0,Core staff,2
1005472,M,Y,Y,1,167200.0,Pensioner,Higher education,Married,House / apartment,-21347,365243,1,0,0,High skill tech staff,3
1005473,M,N,Y,2,84100.0,Working,Lower secondary,Married,House / apartment,-21588,-7187,0,1,0,Medicine staff,4
1005474,F,N,Y,0,243600.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-20787,-2311,0,1,0,Medicine staff,1
1005475,M,N,Y,0,204600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18455,-2676,0,0,0,Other,1
1005476,M,Y,Y,2,116000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12550,365243,1,0,1,Drivers,4
1005477,M,N,Y,0,115800.0,Pensioner,Higher education,Married,With parents,-12602,365243,0,0,0,Sales staff,2
1005478,F,N,N,0,218800.0,Commercial associate,Higher education,Married,With parents,-8320,-4189,0,0,0,Drivers,2
1005479,F,Y,N,0,128300.0,Working,Secondary / secondary special,Married,House / apartment,-17726,-4603,0,0,0,High skill tech staff,2
1005480,M,N,Y,2,222700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14993,-3022,1,1,1,Other,4
1005481,F,N,Y,0,319100.0,Working,Lower secondary,Married,House / apartment,-12933,-978,0,0,0,Other,2
1005482,M,Y,N,1,262000.0,Working,Higher education,Separated,House / apartment,-23627,-3803,1,0,0,Managers,2
1005483,M,N,N,1,166800.0,Commercial associate,Lower secondary,Civil marriage,House / apartment,-24158,-4078,0,0,0,Drivers,3
1005484,F,N,Y,3,262500.0,Commercial associate,Incomplete higher,Married,Municipal apartment,-15932,-8915,0,0,0,Medicine staff,5
1005485,F,Y,N,0,186000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10981,-7328,1,1,0,Other,1
1005486,F,N,Y,0,171000.0,Working,Secondary / secondary special,Married,Municipal apartment,-17055,-5586,0,0,0,Laborers,2
1005487,M,Y,Y,0,77900.0,Pensioner,Higher education,Married,With parents,-20207,365243,1,0,0,Sales staff,2
1005488,F,N,Y,0,138700.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19992,365243,0,0,0,Managers,2
1005489,F,N,N,1,311100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8196,-4364,1,0,0,Other,3
1005490,F,N,N,1,127500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18891,-4265,1,0,0,Laborers,2
1005491,M,N,N,1,202100.0,Pensioner,Lower secondary,Married,With parents,-23010,365243,0,1,0,Medicine staff,3
1005492,F,Y,Y,2,367800.0,Commercial associate,Secondary / secondary special,Single / not married,Co-op apartment,-23644,-2627,0,0,0,Core staff,3
1005493,F,N,N,3,286000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24704,-3435,0,1,0,Laborers,5
1005494,M,N,Y,0,102400.0,Working,Higher education,Single / not married,Rented apartment,-23461,-704,1,0,1,Accountants,1
1005495,F,N,Y,4,205300.0,Working,Incomplete higher,Married,House / apartment,-23119,-4465,0,1,0,Managers,6
1005496,M,N,Y,0,197800.0,Working,Lower secondary,Married,Municipal apartment,-24160,-484,1,1,0,Core staff,2
1005497,F,Y,Y,1,212300.0,Working,Higher education,Separated,House / apartment,-9334,-1411,0,1,0,Managers,2
1005498,F,Y,Y,0,280200.0,Working,Secondary / secondary special,Single / not married,With parents,-14317,-9065,1,0,0,Core staff,1
1005499,F,Y,Y,2,168900.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-18458,-1326,0,0,1,Managers,4
1005500,F,N,N,0,309000.0,Working,Lower secondary,Married,Municipal apartment,-25198,-1970,0,1,1,Core staff,2
1005501,F,Y,Y,2,137100.0,Pensioner,Higher education,Married,With parents,-24751,365243,0,1,0,Accountants,4
1005502,M,N,Y,3,161700.0,Working,Higher education,Married,House / apartment,-13578,-5971,0,1,0,Sales staff,5
1005503,M,N,N,1,331200.0,Working,Secondary / secondary special,Married,House / apartment,-18053,-1836,1,0,0,Accountants,3
1005504,F,Y,Y,2,309700.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11851,-1062,0,1,0,Core staff,3
1005505,M,N,Y,0,151400.0,Working,Higher education,Civil marriage,House / apartment,-10548,-298,1,1,0,Managers,2
1005506,M,N,N,0,185300.0,Working,Incomplete higher,Separated,House / apartment,-13046,-414,0,0,0,Accountants,1
1005507,F,N,Y,3,220000.0,Working,Academic degree,Married,House / apartment,-19835,-5383,1,0,0,High skill tech staff,5
1005508,M,Y,N,1,113700.0,Pensioner,Incomplete higher,Married,House / apartment,-17543,365243,0,0,0,Sales staff,3
1005509,M,Y,Y,1,41900.0,Student,Higher education,Civil marriage,House / apartment,-15241,-389,0,1,0,Medicine staff,3
1005510,F,Y,N,0,171400.0,Commercial associate,Higher education,Single / not married,House / apartment,-13691,-1631,0,0,0,Other,1
1005511,M,Y,Y,0,49200.0,Pensioner,Incomplete higher,Separated,House / apartment,-22956,365243,1,1,0,Managers,1
1005512,F,N,Y,0,186700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14004,-5648,0,0,0,Other,1
1005513,F,N,Y,0,125900.0,Pensioner,Lower secondary,Separated,House / apartment,-16222,365243,0,0,0,Sales staff,1
1005514,F,Y,Y,0,189500.0,State servant,Higher education,Married,With parents,-16325,-8346,0,0,0,Core staff,2
1005515,M,N,N,0,191600.0,Commercial associate,Lower secondary,Single / not married,House / apartment,-11845,-2630,1,1,0,Medicine staff,1
1005516,F,N,N,0,63700.0,Pensioner,Higher education,Married,House / apartment,-7952,365243,1,1,0,High skill tech staff,2
1005517,F,Y,N,1,119200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20757,-2446,0,0,0,Medicine staff,2
1005518,F,Y,Y,0,246500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19077,-6180,0,1,0,Sales staff,1
1005519,M,N,N,1,92000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9376,365243,0,1,1,Medicine staff,3
1005520,F,N,Y,2,202900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16877,-4050,1,0,0,Core staff,3
1005521,F,N,Y,0,213800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8514,-8113,0,0,0,Accountants,2
1005522,F,Y,Y,2,188000.0,Commercial associate,Higher education,Married,With parents,-19394,-8414,1,0,0,Core staff,4
1005523,F,Y,Y,3,90900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21575,365243,0,1,0,Core staff,5
1005524,F,Y,N,0,166800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14646,-2237,1,0,0,Drivers,2
1005525,F,N,Y,0,268200.0,Working,Academic degree,Married,House / apartment,-11937,-8709,1,1,0,Other,2
1005526,M,N,Y,0,222800.0,Working,Secondary / secondary special,Married,House / apartment,-21339,-3709,0,0,0,Core staff,2
1005527,F,Y,N,1,229900.0,State servant,Incomplete higher,Married,House / apartment,-14603,-5607,0,1,0,Other,3
1005528,M,N,N,0,361700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13505,-4372,0,1,0,Medicine staff,2
1005529,M,N,N,0,30000.0,State servant,Incomplete higher,Married,Co-op apartment,-23261,-4131,0,1,0,Managers,2
1005530,M,N,Y,1,134400.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-10331,365243,0,0,1,Drivers,2
1005531,F,N,Y,0,190800.0,Commercial associate,Higher education,Single / not married,House / apartment,-23005,-582,1,1,0,High skill tech staff,1
1005532,M,Y,Y,3,250400.0,Working,Higher education,Widow,Co-op apartment,-12409,-2110,0,1,1,Other,4
1005533,F,N,Y,0,133300.0,Working,Lower secondary,Married,House / apartment,-10598,-7143,0,0,0,High skill tech staff,2
1005534,F,Y,N,2,151500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14325,-1333,0,0,0,High skill tech staff,3
1005535,M,Y,N,0,89700.0,Working,Secondary / secondary special,Married,House / apartment,-17009,-3708,0,1,0,High skill tech staff,2
1005536,M,N,N,0,107300.0,Pensioner,Incomplete higher,Married,Rented apartment,-9467,365243,0,1,0,Laborers,2
1005537,M,N,Y,0,158400.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-22878,365243,0,0,0,Laborers,2
1005538,F,N,N,4,196100.0,Working,Secondary / secondary special,Married,House / apartment,-23797,-6138,0,1,0,Other,6
1005539,F,N,N,0,139000.0,Commercial associate,Higher education,Married,House / apartment,-16739,-3080,1,0,0,Core staff,2
1005540,F,N,Y,1,315600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9270,-975,0,1,0,Drivers,3
1005541,M,N,Y,2,220900.0,Working,Secondary / secondary special,Separated,Office apartment,-15755,-5670,0,1,0,Other,3
1005542,F,Y,N,1,229000.0,Working,Secondary / secondary special,Widow,House / apartment,-20354,-7802,0,1,1,High skill tech staff,2
1005543,F,N,Y,0,232000.0,State servant,Secondary / secondary special,Civil marriage,Co-op apartment,-25211,-5216,0,0,0,Other,2
1005544,F,N,N,3,76700.0,Working,Higher education,Single / not married,Municipal apartment,-19270,-33,1,0,0,Core staff,4
1005545,F,N,Y,2,122600.0,Working,Secondary / secondary special,Married,House / apartment,-22651,-7538,0,1,0,Laborers,4
1005546,M,N,N,0,231800.0,Working,Higher education,Separated,With parents,-25195,-5283,0,1,0,Core staff,1
1005547,M,N,N,1,128900.0,Working,Lower secondary,Single / not married,House / apartment,-9613,-3551,1,0,0,Core staff,2
1005548,M,N,Y,3,216900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12533,-5105,0,0,0,Drivers,5
1005549,M,N,N,4,175100.0,Working,Incomplete higher,Single / not married,House / apartment,-22625,-8266,0,0,0,Laborers,5
1005550,M,N,Y,0,66300.0,Pensioner,Lower secondary,Married,House / apartment,-18070,365243,0,0,1,Core staff,2
1005551,M,Y,Y,2,157300.0,Working,Higher education,Single / not married,House / apartment,-20902,-3755,1,0,0,Drivers,3
1005552,M,N,Y,0,316800.0,Commercial associate,Academic degree,Separated,House / apartment,-15405,-2929,0,0,0,Drivers,1
1005553,F,N,Y,0,226000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14731,-479,1,1,1,Accountants,1
1005554,F,N,N,0,222300.0,State servant,Incomplete higher,Separated,House / apartment,-10413,-8588,1,1,0,Managers,1
1005555,F,N,N,0,243600.0,Working,Higher education,Separated,Office apartment,-17475,-340,0,0,0,High skill tech staff,1
1005556,F,N,Y,1,137000.0,Pensioner,Secondary / secondary special,Married,With parents,-24965,365243,0,1,0,High skill tech staff,3
1005557,M,N,Y,0,133700.0,Pensioner,Higher education,Married,House / apartment,-10169,365243,1,0,0,Other,2
1005558,F,N,Y,0,261300.0,Commercial associate,Higher education,Married,House / apartment,-19988,-4802,0,0,0,Sales staff,2
1005559,M,Y,N,0,93700.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22618,365243,1,0,0,Other,1
1005560,F,N,N,0,115100.0,Working,Secondary / secondary special,Married,House / apartment,-17779,-5421,0,0,0,Other,2
1005561,M,N,Y,4,182100.0,Commercial associate,Higher education,Single / not married,House / apartment,-18858,-1532,1,1,0,Core staff,5
1005562,F,Y,Y,2,159500.0,Working,Higher education,Married,House / apartment,-15198,-8472,1,0,1,Core staff,4
1005563,M,N,Y,0,92500.0,Pensioner,Higher education,Single / not married,House / apartment,-11314,365243,0,0,0,Accountants,1
1005564,M,N,Y,2,183200.0,State servant,Higher education,Married,Office apartment,-20650,-5495,1,1,0,Medicine staff,4
1005565,F,N,N,0,171300.0,State servant,Secondary / secondary special,Married,House / apartment,-12340,-284,0,0,0,Sales staff,2
1005566,M,Y,Y,1,199500.0,Working,Secondary / secondary special,Married,House / apartment,-17151,-543,0,0,0,Accountants,3
1005567,F,Y,N,3,202100.0,Working,Incomplete higher,Married,Rented apartment,-19877,-380,1,0,0,Accountants,5
1005568,F,N,N,0,255300.0,Working,Incomplete higher,Married,House / apartment,-14413,-3774,0,1,0,Accountants,2
1005569,F,Y,N,1,179500.0,Working,Higher education,Civil marriage,House / apartment,-9722,-2910,0,0,0,Core staff,3
1005570,F,N,N,0,243500.0,Working,Academic degree,Married,Rented apartment,-24970,-3408,0,1,1,Medicine staff,2
1005571,F,Y,N,0,212500.0,Working,Incomplete higher,Single / not married,House / apartment,-12915,-8325,0,0,0,Medicine staff,1
1005572,M,N,N,1,55800.0,Student,Secondary / secondary special,Widow,With parents,-24346,-133,1,1,1,Drivers,2
1005573,F,Y,Y,3,375600.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-24056,-4680,0,0,0,Accountants,4
1005574,F,Y,Y,0,288400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-25322,-6988,0,0,0,Accountants,2
1005575,F,N,Y,3,186500.0,Working,Higher education,Civil marriage,House / apartment,-14229,-5378,0,1,1,Managers,5
1005576,M,Y,N,2,248200.0,Commercial associate,Higher education,Married,Municipal apartment,-14823,-5337,1,0,0,Drivers,4
1005577,F,N,Y,0,133700.0,State servant,Secondary / secondary special,Married,Municipal apartment,-7686,-5569,0,0,0,High skill tech staff,2
1005578,F,N,Y,0,197700.0,Commercial associate,Incomplete higher,Married,House / apartment,-15418,-4034,0,1,0,High skill tech staff,2
1005579,F,N,Y,1,236800.0,Working,Higher education,Married,House / apartment,-20706,-6691,0,0,0,Other,3
1005580,M,N,N,0,119300.0,Working,Higher education,Single / not married,House / apartment,-24894,-3899,0,1,0,Sales staff,1
1005581,M,Y,Y,0,62600.0,Student,Secondary / secondary special,Married,Municipal apartment,-13959,-101,1,0,0,Drivers,2
1005582,M,Y,Y,4,170400.0,Working,Secondary / secondary special,Married,House / apartment,-11221,-2297,0,0,0,Laborers,6
1005583,F,N,Y,1,480400.0,Commercial associate,Higher education,Married,House / apartment,-14756,-2215,0,0,0,Laborers,3
1005584,F,N,N,0,136300.0,Working,Incomplete higher,Married,House / apartment,-22057,-4793,0,0,0,Drivers,2
1005585,F,N,Y,1,195800.0,Working,Incomplete higher,Married,House / apartment,-9802,-2339,0,1,0,Laborers,3
1005586,M,N,Y,0,105200.0,Pensioner,Higher education,Married,Office apartment,-25249,365243,0,1,1,Accountants,2
1005587,M,N,N,0,130000.0,Working,Secondary / secondary special,Married,Office apartment,-20810,-4710,0,0,1,Medicine staff,2
1005588,F,Y,Y,3,247000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15406,-6679,1,0,0,Core staff,4
1005589,F,N,Y,2,110400.0,Working,Incomplete higher,Single / not married,House / apartment,-8850,-4596,1,0,0,Sales staff,3
1005590,F,N,Y,0,122100.0,State servant,Secondary / secondary special,Married,House / apartment,-9050,-7480,0,0,0,Medicine staff,2
1005591,M,N,Y,0,216900.0,Working,Higher education,Widow,House / apartment,-14362,-8161,0,0,0,Laborers,1
1005592,F,N,N,1,151300.0,Pensioner,Higher education,Married,House / apartment,-18001,365243,0,0,0,Other,3
1005593,M,Y,Y,0,92300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17744,-4906,1,0,1,Drivers,1
1005594,F,Y,Y,0,144400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22579,365243,0,1,1,Laborers,2
1005595,M,N,N,0,41800.0,Student,Lower secondary,Single / not married,House / apartment,-12058,-75,0,0,1,Medicine staff,1
1005596,F,N,N,1,122200.0,Working,Incomplete higher,Married,House / apartment,-21708,-6320,1,1,0,Other,3
1005597,M,N,Y,0,130300.0,Working,Incomplete higher,Married,House / apartment,-17669,-6334,0,1,1,Other,2
1005598,F,Y,Y,0,51900.0,Working,Secondary / secondary special,Married,House / apartment,-18437,-747,0,0,0,Other,2
1005599,F,Y,N,0,192100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15414,365243,0,1,0,High skill tech staff,2
1005600,F,N,N,0,244000.0,Working,Academic degree,Single / not married,House / apartment,-15814,-1322,0,0,0,Accountants,1
1005601,M,Y,Y,0,98800.0,Working,Secondary / secondary special,Single / not married,With parents,-14194,-7357,0,0,0,Accountants,1
1005602,M,N,N,0,230300.0,Working,Higher education,Married,Municipal apartment,-13647,-6730,1,0,0,Managers,2
1005603,M,N,Y,0,143800.0,Working,Secondary / secondary special,Married,House / apartment,-18920,-6485,0,1,1,Sales staff,2
1005604,F,N,Y,2,237600.0,Working,Higher education,Married,House / apartment,-17759,-7499,0,0,0,Other,4
1005605,M,Y,Y,0,99200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10431,365243,1,1,0,Sales staff,2
1005606,F,N,Y,0,104700.0,Pensioner,Incomplete higher,Married,House / apartment,-19163,365243,1,0,0,Sales staff,2
1005607,F,Y,Y,3,161800.0,Working,Academic degree,Married,With parents,-23185,-5887,0,0,0,Managers,5
1005608,F,Y,Y,1,184800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9833,-3888,0,1,1,Sales staff,2
1005609,M,Y,Y,1,357500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10245,-1153,0,0,1,Core staff,3
1005610,F,Y,Y,0,315500.0,Commercial associate,Higher education,Civil marriage,Rented apartment,-15690,-2840,1,0,0,Drivers,2
1005611,M,N,Y,0,249200.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-22024,-1871,0,0,0,Laborers,1
1005612,F,Y,Y,1,244500.0,Working,Academic degree,Single / not married,House / apartment,-24696,-9054,0,0,0,Laborers,2
1005613,F,Y,N,1,103300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18956,-6474,1,0,1,High skill tech staff,3
1005614,M,N,Y,0,136800.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-9772,-7014,0,1,0,Managers,1
1005615,M,Y,N,0,209900.0,Working,Higher education,Married,With parents,-9034,-6490,1,0,1,Medicine staff,2
1005616,F,N,Y,2,226300.0,Working,Higher education,Married,House / apartment,-9891,-8442,0,0,0,Laborers,4
1005617,F,Y,Y,0,197600.0,Working,Higher education,Separated,House / apartment,-20001,-5307,0,1,0,Drivers,1
1005618,M,Y,Y,0,81900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17375,-3275,0,1,0,High skill tech staff,2
1005619,F,N,N,0,113100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8348,-4123,0,1,0,Drivers,1
1005620,M,Y,Y,2,275000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12704,-788,1,0,0,High skill tech staff,4
1005621,M,N,Y,2,332900.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-22511,-4193,0,0,0,Sales staff,4
1005622,F,Y,Y,1,171200.0,Pensioner,Incomplete higher,Civil marriage,Co-op apartment,-18012,365243,0,0,1,Other,3
1005623,F,Y,N,0,279400.0,Working,Secondary / secondary special,Married,With parents,-21641,-4337,0,1,0,Accountants,2
1005624,F,Y,N,0,268500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15665,-7766,1,1,0,Laborers,1
1005625,M,Y,Y,0,267900.0,Commercial associate,Higher education,Single / not married,House / apartment,-9347,-8668,0,1,1,Drivers,1
1005626,F,Y,Y,1,114900.0,Working,Secondary / secondary special,Married,House / apartment,-23694,-3665,1,0,0,Laborers,3
1005627,M,N,Y,1,240000.0,Working,Incomplete higher,Separated,House / apartment,-14030,-4441,0,0,0,Sales staff,2
1005628,M,N,Y,3,116900.0,Pensioner,Higher education,Married,House / apartment,-13427,365243,0,1,0,High skill tech staff,5
1005629,F,Y,Y,0,223600.0,Working,Secondary / secondary special,Separated,Rented apartment,-23615,-152,0,0,0,Core staff,1
1005630,M,N,N,1,121300.0,Pensioner,Incomplete higher,Single / not married,House / apartment,-9731,365243,0,0,0,Drivers,2
1005631,F,N,N,0,175600.0,State servant,Higher education,Married,Municipal apartment,-7784,-4504,0,1,0,Accountants,2
1005632,F,N,Y,0,232600.0,Commercial associate,Higher education,Married,House / apartment,-11685,-5902,0,0,0,Other,2
1005633,M,N,Y,0,129400.0,Pensioner,Incomplete higher,Married,House / apartment,-16420,365243,1,0,1,Laborers,2
1005634,M,N,Y,0,324000.0,Commercial associate,Incomplete higher,Separated,Rented apartment,-11436,-3697,0,0,0,Accountants,1
1005635,M,Y,Y,3,133600.0,Commercial associate,Secondary / secondary special,Married,With parents,-23139,-5801,0,0,0,Medicine staff,5
1005636,M,Y,Y,0,76400.0,State servant,Secondary / secondary special,Married,House / apartment,-22522,-6679,0,0,0,Sales staff,2
1005637,F,N,Y,4,206800.0,Working,Secondary / secondary special,Married,House / apartment,-19789,-5461,0,0,0,Core staff,6
1005638,F,N,Y,0,270800.0,Working,Higher education,Married,House / apartment,-18195,-8085,1,1,0,Medicine staff,2
1005639,M,N,Y,0,286600.0,Working,Lower secondary,Married,Municipal apartment,-19090,-6836,0,0,0,Accountants,2
1005640,M,N,N,0,137100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15215,-4529,0,0,0,Laborers,2
1005641,F,N,Y,0,154600.0,Working,Secondary / secondary special,Separated,House / apartment,-22167,-5108,0,1,0,Core staff,1
1005642,F,N,Y,0,77200.0,State servant,Incomplete higher,Married,House / apartment,-19709,-6428,0,1,0,Managers,2
1005643,M,N,Y,0,145300.0,Working,Secondary / secondary special,Civil marriage,With parents,-19395,-330,0,0,0,Sales staff,2
